EUPONT_ID;BNO_ID
98799;32528
98799;32533
98799;32535
98799;32548
98799;32561
98799;32581
98799;32592
98799;33536
98799;33540
98799;33551
98799;33557
98799;33566
98799;33568
98799;33572
98799;33575
98799;33579
98799;33601
98799;33603
98799;33620
98799;34475
98799;34490
98799;34491
98799;34506
98799;34516
98799;34520
98799;34522
98799;34523
98799;34527
98799;34540
98799;34565
98799;34569
98799;38091
98799;38092
98799;38097
98799;38104
98799;38110
98799;38120
98799;38123
98799;38149
98799;38164
98799;38177
98799;38178
98799;38179
98799;38181
98799;38182
98799;38184
98799;38186
99472;43086
99478;87570
99478;87589
99483;43115
99488;41974
99495;36870
99502;42909
99502;42924
99502;42926
99502;42944
99502;42946
99502;42947
99502;42953
99502;42955
99503;42894
99503;42915
99503;42916
99503;42942
99503;42957
99503;42962
99504;42902
99504;42906
99504;42909
99504;42922
99504;42923
99504;42928
99504;42946
99504;42947
99504;42953
99504;42954
99505;42889
99505;42890
99505;42892
99505;42893
99506;42889
99507;42880
99507;42889
99509;32610
99509;32619
99509;32621
99509;32622
99509;32639
99509;32640
99509;32645
99509;32651
99509;32670
99509;32671
99509;32675
99509;32680
99509;32686
99509;32687
99509;32703
99509;32710
99509;32712
99509;32729
99509;43832
99509;43848
99509;43854
99509;43860
99509;43865
99509;43873
99509;43892
99509;43895
99509;43897
99509;43910
99509;43924
99509;43938
99509;43940
99509;43948
99509;43949
99509;43952
99509;43953
99509;43955
99509;43960
99509;43962
99509;43971
99509;43978
99509;43981
99509;43986
99509;44009
99509;44012
99511;43085
99511;43088
99512;40661
99514;34193
99514;40214
99515;41176
99516;40299
99516;40661
99516;41068
99516;41070
99516;42473
99516;43085
99516;43254
99516;43255
99516;43257
99516;53736
99523;43328
99526;41080
99526;41081
99526;41098
99526;41107
99528;53674
99531;53675
99853;43708
99853;43731
99853;43734
99853;43748
99853;43749
99853;43750
99853;43751
99853;43760
99854;42004
99904;42725
99906;34050
99906;87570
99906;87583
99906;87588
99906;87589
99909;38150
99910;43705
99910;43719
99910;43724
99910;43725
99910;43727
99910;43736
99910;43743
99913;40182
99913;40184
99919;39037
99919;39813
99919;39816
99919;39821
99920;43926
100963;39581
100969;38161
100970;38170
100972;53675
100973;33918
100974;42800
100974;32540
100974;32541
100974;32543
100974;32556
100974;32560
100974;32563
100974;32571
100974;32584
100974;32586
100974;32592
100974;32597
100974;33509
100974;33530
100974;33543
100974;33547
100974;33576
100974;33577
100974;33584
100974;33585
100974;33586
100974;33592
100974;33594
100974;33606
100974;33607
100974;33610
100974;33626
100974;33628
100974;33631
100974;34199
100974;34473
100974;34477
100974;34478
100974;34485
100974;34486
100974;34510
100974;34513
100974;34529
100974;34536
100974;34540
100974;34544
100974;34553
100974;34562
100974;34563
100974;34567
100974;38092
100974;38096
100974;38102
100974;38106
100974;38115
100974;38127
100974;38128
100974;38129
100974;38138
100974;38145
100974;38162
100974;38167
100974;38178
100974;40959
100974;40962
100974;40965
100974;40972
100974;41009
100974;41033
100974;41878
100974;41892
100974;41935
100974;41938
100974;41939
100974;42812
100974;42820
100974;42821
100974;42834
100974;42865
100974;42872
100974;43669
100974;43688
100974;43698
100974;43701
100974;43707
100974;43714
100974;43723
100974;43725
100974;43728
100974;43736
100974;43745
100974;43748
100974;43749
100975;41900
100975;32510
100975;32526
100975;32528
100975;32551
100975;32564
100975;32565
100975;32573
100975;32591
100975;32598
100975;33535
100975;33537
100975;33549
100975;33575
100975;33576
100975;33584
100975;33603
100975;33604
100975;33606
100975;33608
100975;33631
100975;34506
100975;34508
100975;34523
100975;34525
100975;34535
100975;34538
100975;34543
100975;34545
100975;34548
100975;34555
100975;34562
100975;34566
100975;34570
100975;38094
100975;38095
100975;38102
100975;38103
100975;38137
100975;38148
100975;38169
100975;38184
100975;38193
100975;39046
100975;39049
100975;40960
100975;40968
100975;40972
100975;40975
100975;40982
100975;40989
100975;40991
100975;40992
100975;41035
100975;41036
100975;41039
100975;41863
100975;41864
100975;41868
100975;41873
100975;41874
100975;41880
100975;41885
100975;41893
100975;41906
100975;41915
100975;41933
100975;42816
100975;42818
100975;42820
100975;42821
100975;42824
100975;42840
100975;42852
100975;42863
100975;42873
100975;43670
100975;43675
100975;43678
100975;43679
100975;43682
100975;43702
100975;43706
100975;43707
100975;43723
100975;43725
100975;43739
100975;43753
100975;43761
100975;53577
98797;41864
98797;41876
98797;41879
98797;41883
98797;41888
98797;41896
98797;41901
98797;41907
98797;41912
98797;41919
98797;41920
98797;41927
98797;41931
98797;41934
98797;41935
98797;42797
98797;42802
98797;42812
98797;42817
98797;42822
98797;42833
98797;42841
98797;42854
98797;42855
98797;42858
98797;42874
98797;42877
98797;43673
98797;43690
98797;43694
98797;43701
98797;43705
98797;43706
98797;43719
98797;43741
98797;43746
98797;43748
98797;53595
98798;41000
98798;32515
98798;32524
98798;32540
98798;32549
98798;32555
98798;32557
98798;32570
98798;32576
98798;32580
98798;32581
98798;32591
98798;32598
98798;32605
98798;33529
98798;33537
98798;33549
98798;33553
98798;33558
98798;33563
98798;33567
98798;33568
98798;33569
98798;33586
98798;33589
98798;33598
98798;33603
98798;33604
98798;33617
98798;33626
98798;33630
98798;34473
98798;34475
98798;34484
98798;34489
98798;34497
98798;34502
98798;34512
98798;34518
98798;34544
98798;34548
98798;34549
98798;34550
98798;34565
98798;38107
98798;38122
98798;38134
98798;38135
98798;38137
98798;38150
98798;38169
98798;38176
98798;39048
98798;39058
98798;40130
98798;40964
98798;40984
98798;40990
98798;41004
98798;41008
98798;41009
98798;41011
98798;41030
98798;41031
98798;41863
98798;41868
98798;41869
98798;41878
98798;41881
98798;41890
98798;41895
98798;41910
98798;41913
98798;41918
98798;41922
98798;41928
98798;41939
98798;42795
98798;42801
98798;42805
98798;42816
98798;42822
98798;42823
98798;42828
98798;42832
98798;42834
98798;42836
98798;42839
98798;42846
98798;42853
98798;42854
98798;42869
98798;43716
98798;43721
98798;43722
98798;43732
98798;43734
98798;43735
98798;43736
98798;43738
98798;43745
98798;43752
98798;53595
98799;32508
98799;32512
98799;32514
98799;32525
98799;32526
98799;32527
98799;32539
98799;32564
98799;32565
98799;32572
98799;32578
98799;32594
98799;32599
98799;32602
98799;33504
98799;33530
98799;33543
98799;33544
98799;33567
98799;33584
98799;33586
98799;33588
98799;33590
98799;33598
98799;33604
98799;33605
98799;33609
98799;33614
98799;33623
98799;34499
98799;34501
98799;34502
98799;34514
98799;34515
98799;34518
98799;34519
98799;34521
98799;34529
98799;34532
98799;34545
98799;34567
98799;38095
98799;38099
98799;38119
98799;38128
98799;38133
98799;38141
98799;38150
98799;38151
98799;38155
98799;38158
98799;38161
98799;38163
98799;38192
98799;39050
98799;40957
98799;40960
98799;40966
98799;40968
98799;40971
98799;40975
98799;40977
98799;40979
98799;40981
98799;40986
98799;40994
98799;40997
98799;41009
98799;41014
98799;41015
98799;41034
98799;41038
98799;41039
98799;41866
98799;41875
98799;41877
98799;41888
98799;41893
98799;41894
98799;41918
98799;41920
98799;41926
98799;41932
98799;41936
98799;41939
98799;41940
98799;42802
98799;42806
98799;42810
98799;42821
98799;42822
98799;42833
98799;42834
98799;42865
98799;43696
98799;43697
98799;43701
98799;43708
98799;43709
98799;43710
98799;43714
98799;43719
98799;43721
98799;43724
98799;43725
98799;43756
98799;53578
98804;38103
98804;38104
98810;32592
98820;32513
98820;32515
98820;32520
98820;32524
98820;32532
98820;32541
98820;32562
98820;32573
98820;32581
98820;32590
98820;32597
98820;32602
98820;33386
98820;33537
98820;33544
98820;33565
98820;33579
98820;33585
98820;33586
98820;33624
98820;34467
98820;34477
98820;34478
98820;34482
98820;34490
98820;34511
98820;34526
98820;34557
98820;34561
98820;38094
98820;38105
98820;38108
98820;38109
98820;38114
98820;38120
98820;38127
98820;38129
98820;38132
98820;38146
98820;38165
98820;38178
98820;38183
98820;39054
98820;40131
98820;40959
98820;40975
98820;41006
98820;41016
98820;41024
98820;41859
98820;41867
98820;41882
98820;41890
98820;41893
98820;41902
98820;41903
98820;41908
98820;41917
98820;41926
98820;42803
98820;42805
98820;42823
98820;42832
98820;42835
98820;42838
98820;42847
98820;42860
98820;42865
98820;42872
98820;42877
98820;43686
98820;43699
98820;43706
98820;43715
98820;43717
98820;43730
98820;43741
98820;43742
98820;43745
98820;43753
98820;53595
98822;32592
98832;42887
98833;42892
98833;42897
98850;70707
98892;36870
98909;36025
98943;41103
98973;42270
98986;40664
99284;32590
99287;34213
99291;38105
99292;34500
99292;32512
99292;32527
99292;32532
99292;32534
99292;32540
99292;32546
99292;32557
99292;32565
99292;32572
99292;32574
99292;32575
99292;32589
99292;32592
99292;32597
99292;32603
99292;33541
99292;33543
99292;33544
99292;33561
99292;33590
99292;33620
99292;34471
99292;34476
99292;34479
99292;34482
99292;34487
99292;34511
99292;34512
99292;34513
99292;34517
99292;34528
99292;34529
99292;34531
99292;34538
99292;34566
99292;38106
99292;38108
99292;38110
99292;38117
99292;38118
99292;38119
99292;38122
99292;38131
99292;38136
99292;38141
99292;38148
99292;38178
99292;38189
99292;38190
99292;39049
99292;39053
99292;39058
99292;40960
99292;40963
99292;40968
99292;40984
99292;40985
99292;40995
99292;41009
99292;41012
99292;41020
99292;41021
99292;41026
99292;41037
99292;41857
99292;41861
99292;41877
99292;41880
99292;41893
99292;41894
99292;41897
99292;41906
99292;41913
99292;41923
99292;41931
99292;42803
99292;42814
99292;42831
99292;42835
99292;42836
99292;42837
99292;42839
99292;42841
99292;42845
99292;42858
99292;42859
99292;42862
99292;42869
99292;42873
99292;43679
99292;43682
99292;43704
99292;43707
99292;43720
99292;43721
99292;43738
99292;43744
99292;43747
99292;43750
99292;53577
99293;32513
99293;32525
99293;32529
99293;32533
99293;32547
99293;32567
99293;32580
99293;32584
99293;32585
99293;32591
99293;33590
99293;33592
99293;33631
99293;34468
99293;34485
99293;34488
99293;34489
99293;34494
99293;34495
99293;34510
99293;34512
99293;34513
99293;34521
99293;34523
99293;34524
99293;34528
99293;34555
99293;34561
99293;38107
99293;38114
99293;38120
99293;38122
99293;38126
99293;38138
99293;38140
99293;38145
99293;38169
99293;38172
99293;38181
99293;38186
99293;38191
99293;39053
99293;40131
99293;40960
99293;40966
99293;40973
99293;40982
99293;40983
99293;40984
99293;40986
99293;40989
99293;40997
99293;41003
99293;41041
99293;41859
99293;41867
99293;41868
99293;41880
99293;41883
99293;41887
99293;41889
99293;41895
99293;41897
99293;41914
99293;41920
99293;41921
99293;41923
99293;41932
99293;41937
99293;41940
99293;42796
99293;42797
99293;42799
99293;42802
99293;42822
99293;42824
99293;42826
99293;42838
99293;42856
99293;42870
99293;42872
99293;42877
99293;43672
99293;43680
99293;43683
99293;43688
99293;43689
99293;43701
99293;43721
99293;43738
99293;43751
99293;43752
99293;43755
99293;43758
99293;53579
99294;32507
99294;32509
99294;32528
99294;32540
99294;32551
99294;32558
99294;32565
99294;32581
99294;32583
99294;32586
99294;32603
99294;32605
99294;33529
99294;33530
99294;33533
99294;33535
99294;33542
99294;33552
99294;33557
99294;33563
