EUPONT_ID;GYOGYSZ_ID
103106;61808635
103074;61842414
100969;61835014
99456;61809516
99503;61807116
103091;61809570
99498;61834690
103105;61815172
103061;61840842
99517;61822918
103087;61806387
103061;61841898
101919;61840322
98832;61807561
99904;61825907
103086;61840338
98833;61826980
99465;61841385
98810;61816750
103078;61808681
103078;61814565
99504;61825368
103104;61828375
99513;61806647
103078;61809772
99485;61838308
103087;61806388
99909;61826812
99446;61807145
98799;61807456
98822;61807813
103061;61837410
98811;61815137
99284;61838609
103061;61840543
103077;61817135
99429;61808858
103104;61808635
99919;61840310
99851;61843954
103078;61813725
99489;61806400
99485;61843939
103074;61841331
98810;61809619
99507;61807679
103162;61825946
103061;61841893
103078;61827244
99428;61833154
103077;61808563
103085;61844148
99503;61808120
99504;61835809
99504;61807610
103088;61840929
103100;61808336
99910;61840909
99489;61808205
103078;61807562
103078;61816984
103104;61835129
99903;61825907
98832;61815287
99517;61817162
99290;61844725
99910;61839845
98833;61827171
100963;61834318
103104;61829268
103083;61817067
103094;61827139
99523;61807695
103102;61815293
99862;61831473
98810;61815395
103101;61814541
99503;61815492
99437;61808140
99503;61819517
98939;61837638
99465;61824975
103057;61806815
103091;61827139
103061;61836788
103101;61812058
99898;61807058
98832;61808594
98808;61816322
103088;61844634
103057;61815180
101397;61805643
99903;61842939
103101;61825032
98973;61806887
99465;61839857
99449;61836180
99495;61806348
100974;61845559
99915;61836410
99631;61837909
99489;61833994
99502;61807604
99497;61806798
99472;61819343
103090;61833466
103060;61806749
99502;61807198
103101;61826654
98808;61844628
103057;61819477
103057;61807130
99503;61808227
103102;61831550
98841;61807466
99443;61817134
99507;61817027
99527;61828803
98909;61806834
103082;61829428
98813;61846163
99909;61827738
98833;61809537
99449;61836208
103085;61838491
99295;61834921
103106;61807579
98799;61825883
99502;61826377
99485;61823585
99449;61838120
98984;61836978
99496;61807153
99510;61807091
103101;61814526
99449;61836209
99440;61808563
99503;61815497
98799;61809590
103078;61807546
103089;61838200
99513;61806662
99449;61836182
103079;61808671
103101;61824256
99517;61808248
99465;61844101
98810;61806719
99851;61811297
99498;61819970
99503;61808609
99509;61807106
100962;61831212
100974;61845557
103078;61808880
99498;61822209
99502;61808491
99502;61808310
100974;61828285
103086;61819706
103081;61834161
100963;61826824
103061;61841854
103086;61836597
99483;61833943
99449;61834932
99899;61842777
98813;61835980
103078;61839690
98886;61822589
99461;61814285
99507;61838397
99502;61808080
99498;61822216
98813;61828447
99920;61838838
103057;61806904
103078;61844457
103101;61824066
101920;61840321
99465;61835093
99502;61807021
103102;61808245
99481;61807477
99862;61825811
99465;61842176
98813;61836112
98810;61822558
99902;61836480
99442;61807552
101920;61836488
103078;61826395
103083;61814796
99465;61841463
99513;61806648
100974;61844689
101394;61806493
100974;61823965
103078;61816946
99919;61828483
103078;61808680
99437;61808395
99906;61807183
99465;61841876
103104;61838131
99465;61827485
99851;61829128
103162;61807324
99919;61828600
103104;61825119
99909;61844926
99489;61827942
98813;61842125
99472;61819344
103086;61838933
98799;61840665
103078;61808701
99479;61806953
98810;61822585
103104;61806496
99533;61819925
98976;61806808
103096;61807968
99465;61821318
99851;61807143
103078;61815286
99498;61834693
103061;61839844
103061;61836975
99449;61839244
103074;61843174
103086;61818270
103101;61815449
99506;61807105
99487;61827983
98909;61807051
99503;61806907
103081;61839779
99473;61806373
103078;61826980
99489;61839765
103101;61828666
103062;61816853
98951;61806345
99479;61806952
99513;61817098
99290;61838378
103061;61836524
99495;61806482
103085;61832944
99489;61827838
103078;61815285
98973;61807145
98973;61807952
103081;61825453
98833;61827232
99465;61842005
99502;61837024
103078;61814571
100975;61822783
103104;61806483
98909;61806828
99465;61824089
103088;61841892
99851;61807961
99442;61807549
99448;61837911
99851;61807358
99444;61814568
99513;61807583
103078;61807555
103078;61808702
99430;61806906
103078;61827489
100962;61816427
99502;61807283
103101;61826651
103104;61809780
103081;61841567
103075;61844424
98799;61826701
99294;61814865
99456;61816472
99502;61826376
99489;61806401
98973;61807142
99449;61826198
103103;61837212
98876;61805735
98810;61816754
103078;61835159
103057;61841632
99480;61814921
103101;61826650
99503;61805743
103061;61835047
101920;61833890
103076;61839776
103078;61807884
100974;61845858
103104;61807579
98909;61806559
99489;61839705
103085;61827738
99498;61828938
103082;61829425
99487;61826069
103061;61837388
103106;61806637
103061;61839843
99503;61807570
99478;61808490
103078;61814903
99906;61806567
103076;61838549
99488;61810436
99488;61842068
99498;61834795
103078;61835145
98798;61813206
99509;61807105
99914;61822577
99442;61814571
103104;61806413
99502;61808079
103106;61823526
99910;61840910
98809;61816321
103086;61836594
99444;61807554
98813;61835139
103089;61836098
99502;61822785
99449;61825117
103057;61807054
103074;61829529
98799;61808589
99919;61807461
99904;61833044
98833;61827168
103061;61833070
99513;61806995
98832;61808880
103078;61822611
103078;61808682
98813;61835432
103087;61823511
99497;61816880
99465;61835561
98956;61814364
103078;61826773
98804;61822053
99496;61807152
98842;61815180
103088;61840982
99504;61836075
103094;61827959
98909;61806833
101920;61807717
99851;61807378
99458;61808858
103083;61814794
99909;61827967
103104;61808107
99909;61828894
103078;61839688
99851;61807141
99851;61806904
98798;61806461
103088;61840841
99497;61815208
99457;61825909
103078;61835775
103088;61841631
103088;61841321
99447;61807145
99448;61837910
99504;61833994
99517;61814846
98939;61826889
101919;61835657
101395;61810323
103078;61814574
103106;61837225
103094;61807499
99427;61807682
101394;61806481
98840;61807658
99512;61807164
103062;61822159
99428;61814286
99448;61809019
103087;61806913
103092;61828897
103102;61826293
103078;61809773
100974;61838292
98833;61816990
99489;61811977
99502;61806991
99502;61808450
99487;61836941
103106;61810069
103078;61816958
99465;61819989
98810;61815982
99472;61815134
100974;61838301
99465;61838779
99901;61809439
99443;61817135
99919;61814083
99427;61809605
103061;61846166
103076;61833865
99521;61842782
103081;61839473
103061;61808900
98804;61815950
103061;61840910
99448;61836116
99481;61808366
103091;61815980
99919;61838314
98799;61806937
103085;61825855
99448;61808744
103102;61826291
99915;61841001
103104;61807822
99527;61809400
103088;61840908
98815;61809559
98909;61834150
103106;61825944
99502;61807605
99906;61837120
103061;61839845
103082;61807652
99465;61841461
103081;61844569
103078;61826623
99513;61806664
103162;61837035
98808;61806750
103101;61825030
103078;61807553
99503;61808230
103101;61827756
98909;61840507
101394;61808861
103106;61823711
103061;61835432
99494;61806346
103104;61807592
99498;61809869
103104;61839441
99913;61830122
101920;61815613
99457;61824736
103078;61813755
99442;61807555
98832;61814571
99513;61806661
100975;61839763
103078;61833733
99450;61817197
103066;61837417
99507;61809845
100973;61815189
103073;61840246
99449;61834033
103057;61808147
99465;61823275
98909;61806459
99465;61824915
99000;61816206
103078;61824116
98822;61839874
99631;61816480
99449;61822348
103081;61840454
99503;61808608
100974;61838291
98810;61815010
99504;61827942
99509;61807640
103087;61805606
99472;61807296
99429;61824875
101919;61835656
99851;61806591
100963;61826826
99523;61833548
99919;61808247
99517;61807373
103089;61835791
99906;61807181
99525;61837219
98798;61815728
98937;61818416
99531;61828910
99489;61827614
98798;61806978
103104;61840057
100974;61837231
99292;61808928
99000;61837035
103078;61808854
99503;61815003
103061;61840930
100963;61834320
103094;61826173
103162;61844004
99533;61826639
98943;61806966
99294;61839874
101394;61807257
99471;61806519
103061;61840979
99483;61833900
99528;61808632
98799;61818372
99440;61808442
99456;61811808
99919;61826289
103078;61818509
98951;61807258
98833;61827300
99533;61835539
99449;61834032
98799;61808590
99504;61826916
99517;61819424
103088;61839843
99502;61807338
99471;61823540
99497;61811471
103078;61835152
99503;61811822
103086;61837712
103078;61842380
99919;61822250
100974;61836215
98798;61806695
98799;61818364
101394;61806348
98795;61829869
99516;61829142
98832;61808879
99472;61808316
99456;61807971
103104;61823918
99862;61810614
99487;61842104
103162;61833406
99472;61808477
103078;61808879
100962;61827794
99295;61834489
103061;61836814
103078;61827171
99851;61807660
103104;61807340
99436;61806954
103162;61807917
98813;61838607
103103;61807574
99512;61807165
99902;61808633
99000;61837036
99287;61837226
103078;61828804
103162;61816206
98956;61809869
99502;61806726
99465;61833268
103074;61846254
101920;61814292
99427;61807020
99449;61826197
98798;61806694
98799;61807457
99523;61814491
99496;61808524
103101;61823042
103068;61827576
103091;61809485
103102;61809610
103162;61836237
99449;61822349
103061;61823364
98815;61806724
103078;61837652
98993;61806505
99465;61814407
103074;61840648
99448;61835876
103067;61827576
99513;61841512
103089;61839431
99488;61842105
99449;61834937
103061;61842125
99507;61808497
99489;61808007
100975;61842797
103078;61844453
103078;61814808
99512;61807026
103086;61844147
99489;61837357
99503;61811540
103088;61838831
99851;61806902
98812;61822585
103088;61841900
98822;61834862
98980;61807420
99511;61807162
98832;61808670
98909;61807025
103057;61827895
98798;61822945
103075;61829225
103088;61823367
99507;61808523
99853;61807716
100974;61823962
103061;61836897
103078;61816935
103100;61808335
98909;61806959
103086;61836626
99516;61806900
103104;61807823
99446;61806591
103102;61837923
99503;61807503
99489;61836075
99473;61829299
99513;61808515
99488;61808652
99512;61808083
99481;61807476
99465;61833270
99503;61806718
98813;61836108
101920;61840319
98832;61815284
99528;61826638
99906;61806949
101920;61828206
103104;61825513
99489;61827062
103104;61823909
99910;61840844
99498;61835271
99480;61807986
99457;61825908
99448;61845366
98832;61807554
99431;61808711
99504;61827610
98797;61806530
99472;61823544
103085;61840338
99528;61819925
98799;61809588
103061;61836782
99429;61827230
103075;61827855
100962;61816429
103162;61833405
99523;61806934
100974;61833789
98810;61815137
99512;61817148
99502;61808108
99513;61808517
103090;61837237
99456;61809517
99428;61832403
99519;61808328
99479;61809165
99445;61807030
98973;61823448
99919;61827618
103088;61841899
103076;61837687
103104;61818162
103101;61823041
99503;61810326
99509;61807151
103104;61826128
100974;61838290
98813;61837410
103061;61837268
99507;61811471
103162;61825948
103078;61833743
99509;61808310
99523;61811812
103104;61825514
103061;61808901
99460;61837214
99914;61845278
99506;61823130
103088;61808901
99487;61842062
99449;61826199
99504;61835741
99472;61807877
99485;61828704
100974;61838304
98812;61815010
99444;61814565
99442;61807548
99489;61808006
99473;61807320
103057;61808465
99513;61807264
103078;61808877
99520;61842964
103088;61836863
103085;61840337
99525;61837218
103102;61828218
99465;61838096
99444;61806751
99851;61807962
99512;61807163
98833;61809772
101920;61833607
100974;61842784
99465;61826032
99498;61834692
98811;61822405
101986;61841519
103057;61807167
99503;61807314
99497;61807723
98799;61806934
103074;61844425
103101;61815549
99512;61809434
99851;61807377
103089;61839389
98798;61813203
98973;61826721
103061;61840982
99284;61832111
98811;61807054
98842;61816887
99509;61806890
99854;61830410
103089;61835789
103078;61842379
98937;61814511
99503;61810324
99906;61815217
101394;61807258
99497;61807685
98808;61808907
98833;61814810
99505;61807015
100974;61838289
98816;61815592
100974;61845855
98813;61838608
99919;61813678
99465;61838305
103104;61808105
99480;61807450
103078;61824568
103075;61845216
99497;61815291
103105;61837235
99910;61840543
103082;61808092
99851;61826339
103089;61840271
103061;61837409
103101;61809557
103078;61822610
100974;61828286
99507;61807444
100974;61823967
99513;61807263
103101;61824268
98993;61807011
100974;61845442
99495;61806347
99517;61806586
98804;61819968
99503;61815319
98813;61835142
99489;61828607
99465;61826023
99489;61827624
101920;61828205
103078;61839645
99460;61837215
99513;61807947
99442;61814574
103106;61808668
99516;61829166
98993;61825769
98813;61839291
103162;61807790
103061;61840841
99465;61836408
103101;61817302
99472;61807320
98799;61825895
99480;61807451
103092;61819273
99920;61824343
99487;61826072
99428;61807521
99496;61807125
99498;61814360
99465;61836416
99498;61830726
103078;61844455
99465;61833575
103068;61843426
99498;61814366
99919;61808266
99533;61835538
99531;61828917
99503;61811820
99515;61816887
98798;61807535
99472;61806521
98799;61807698
103078;61814837
99465;61840368
103085;61826812
99465;61824947
103090;61832377
99449;61836489
98984;61816885
103106;61806413
99484;61828691
103057;61808367
99497;61806802
98798;61806571
103106;61836152
98909;61808325
103078;61839689
99497;61807445
99503;61815325
98813;61827609
100975;61816884
99503;61825484
103089;61839436
103079;61838205
103102;61808244
99518;61828953
103085;61838936
99465;61824522
99906;61809534
98842;61844247
98909;61806460
99507;61816880
103089;61839300
103104;61826411
103104;61838704
99527;61829441
99487;61829592
98808;61822936
103104;61806582
103059;61822000
99487;61842105
103102;61826292
99527;61833395
99513;61808695
99502;61807044
98832;61815285
99904;61846096
98973;61815070
103101;61815774
103075;61827328
98939;61826439
99290;61823479
99497;61817029
99284;61832107
98813;61832107
99455;61808396
100962;61827790
99862;61837441
98798;61806705
103091;61827959
103081;61826603
99473;61808677
98984;61842782
103088;61836972
99496;61808464
99503;61808228
103162;61814792
103078;61826951
99465;61826918
103102;61828216
103076;61835124
103101;61812059
99915;61838824
103089;61835788
99292;61822401
99919;61838171
103078;61826401
99910;61836811
99489;61827550
100962;61827782
99503;61815004
99465;61814501
103104;61807659
100967;61835329
99461;61837059
98909;61834700
99439;61807015
99919;61807585
99465;61841875
99906;61815220
99488;61842062
100974;61836221
99456;61837840
103088;61839845
98809;61816322
103066;61834347
103081;61834159
103081;61839474
99496;61808498
98973;61815336
99906;61837104
99472;61806392
100974;61844875
99903;61846097
98833;61827233
103078;61834869
103081;61811829
99910;61840931
103078;61824114
99523;61825883
101397;61805742
98790;61832842
103081;61841735
99465;61826912
99465;61815567
99473;61807578
99507;61811477
99851;61807763
100974;61816407
103101;61819355
99498;61821070
103078;61827168
98808;61808908
103078;61837649
99910;61844633
103162;61826665
98909;61808390
100975;61842798
98799;61808381
99487;61844636
103088;61836811
103105;61818158
103088;61836897
99489;61808698
103102;61826218
99512;61827528
98798;61823044
98973;61823460
98798;61808644
99440;61817134
99904;61833045
99862;61831479
99512;61806363
99533;61808631
99444;61807552
99512;61806706
99862;61831477
99471;61808510
99512;61807976
99487;61844637
98815;61815368
99449;61826196
99919;61833814
99502;61808889
99456;61807935
101920;61836486
99465;61840375
98811;61825826
99472;61807297
98813;61839293
103081;61834158
103101;61828338
103074;61843493
98939;61837605
103104;61806497
99284;61836110
99449;61834933
99485;61818416
103081;61815457
100962;61816423
103057;61838447
99495;61806481
103081;61839909
103086;61809545
99472;61806373
99497;61806799
99428;61833155
99513;61806378
99487;61808032
100974;61845856
99851;61826342
100962;61843906
99472;61807528
103162;61826666
99461;61827230
99465;61843743
98833;61827173
101919;61842481
99498;61836234
99498;61814362
98939;61826885
99488;61810407
103095;61828897
103101;61815765
103079;61840136
99481;61806768
103162;61843975
99488;61808654
103078;61827586
99915;61838869
103078;61828267
99498;61819472
99517;61808384
99458;61827230
99465;61824574
98973;61807141
99910;61841892
99862;61825788
99484;61828704
99513;61807098
100974;61816406
99445;61806890
103061;61835429
101920;61840327
99503;61808258
99507;61811483
99503;61815005
103078;61827160
103057;61824679
99504;61806366
99427;61807064
99512;61807042
99497;61807724
103091;61808149
103078;61815284
99481;61823756
103081;61819411
99496;61807106
103061;61840931
99284;61836112
103162;61815615
99523;61818364
99525;61837217
99473;61807297
99473;61815135
98790;61834311
98933;61823414
103106;61838131
103104;61835128
101920;61815605
99910;61844634
103086;61835950
98799;61840664
103078;61808878
103097;61824522
98813;61846166
99487;61835647
100976;61822411
98984;61836976
98909;61806527
99498;61830729
103078;61826716
99467;61807117
99862;61825806
99497;61822141
103082;61829433
98813;61834014
101394;61806482
99906;61808426
99487;61842203
103078;61814836
103102;61826290
103162;61807587
101920;61836086
99906;61817833
99465;61839867
103061;61841853
103057;61807144
99919;61833365
103104;61827533
103061;61823367
103088;61844633
103061;61836616
99441;61808442
99489;61835101
99853;61844926
103078;61814568
103078;61827233
98939;61810360
103059;61821998
99465;61819727
99472;61806519
99851;61806617
99523;61808590
103078;61826717
103104;61828451
103094;61808150
99449;61822356
100974;61823963
98812;61815967
99862;61837442
103059;61816072
98909;61809600
103061;61836583
103078;61816964
103106;61833729
103061;61844633
103071;61824896
103078;61828805
99898;61843244
99502;61808018
99517;61806757
103087;61838684
98811;61814840
99469;61806615
98808;61827897
99429;61811777
103088;61839844
99497;61807444
103102;61826212
99853;61827963
103106;61806599
103088;61840980
103095;61807379
99899;61841332
103104;61817996
103104;61807591
99472;61808512
99899;61807237
98822;61843273
99919;61821996
103101;61824265
99290;61823641
103078;61808853
99502;61826375
99523;61818360
103078;61807552
103162;61808217
98816;61815631
103057;61837153
98808;61807348
99489;61837358
99465;61826380
103102;61826191
103105;61821224
99527;61828802
99503;61823334
99461;61814286
99498;61822205
99465;61835307
99461;61812514
99465;61843894
98833;61827586
103105;61837234
103078;61833759
99456;61816471
98909;61809601
98832;61808878
99442;61808594
99489;61827719
99487;61836938
99502;61807980
99507;61809844
99910;61836524
98833;61814806
103078;61808689
103089;61836102
99504;61827773
99432;61837216
101920;61815369
99498;61808623
99514;61838666
99497;61815214
99518;61826442
103078;61835776
99504;61827326
99503;61813565
103101;61809520
103104;61806737
103061;61836808
103087;61827767
99497;61817028
98973;61815333
103089;61837707
99292;61836118
103088;61808896
103106;61816126
100962;61843909
99449;61822352
103061;61840908
103106;61823506
103101;61824259
103085;61844926
103162;61833670
103088;61836808
99527;61809399
99504;61827550
99528;61826639
103094;61807498
99471;61808511
103078;61833751
99293;61838432
99427;61817198
98808;61806982
99489;61827326
103078;61839646
100962;61827798
99513;61807721
98810;61814795
103102;61828220
98815;61808033
103102;61808243
103102;61826183
98876;61805736
103101;61822994
99000;61836237
103057;61833667
98850;61836979
98973;61806591
99465;61843577
103057;61808414
103087;61806917
99513;61808518
99853;61831121
99484;61822085
103082;61817885
103062;61816856
99509;61824521
101397;61805644
99910;61808896
99851;61829154
103057;61843467
99487;61822663
99484;61814414
99489;61827311
99504;61827540
98937;61818417
99502;61806526
99483;61819439
103057;61808148
98833;61826716
99481;61816202
98810;61815967
98813;61837250
103061;61816973
103077;61808443
98993;61808684
99523;61833549
103089;61814524
98842;61807167
98811;61809619
103079;61833655
103087;61825507
99919;61836369
99904;61846097
100974;61823966
99853;61827967
99504;61835469
99488;61808653
99437;61808141
99489;61815291
99292;61824103
103078;61835778
99902;61823609
103082;61834587
99512;61807027
98804;61819973
103089;61838201
103086;61840336
99503;61811818
98904;61806596
99517;61808675
99513;61808684
98795;61819412
98799;61808379
103106;61836151
99509;61807153
98973;61826724
99919;61825461
103081;61826038
99497;61811477
103104;61823702
103078;61815283
99449;61838288
103090;61834873
98993;61825456
99449;61836214
98832;61807546
98841;61807240
99915;61841321
103094;61814863
103078;61827300
99487;61842068
98808;61838842
98795;61819413
103094;61807497
103079;61807711
103101;61824262
100974;61826719
99437;61826713
103089;61839298
98909;61808324
99445;61808523
103062;61837270
99504;61836029
99465;61841796
99502;61806489
103059;61829009
99497;61807722
98811;61822585
103057;61838786
99504;61807611
99469;61808396
103104;61825249
103101;61824254
103089;61843239
98813;61837110
103104;61810115
103079;61827618
100974;61837232
103061;61835142
101919;61845295
98803;61819477
98973;61827567
98956;61809866
103057;61807348
99465;61839680
99443;61808441
103078;61835777
103152;61829060
103057;61822936
103061;61836880
103059;61815978
98813;61839418
103078;61814838
100974;61845857
103102;61826678
103059;61822781
103078;61816990
103074;61824765
103104;61806736
98909;61814928
98833;61826951
99909;61827961
99910;61841893
99465;61840369
100962;61843905
99458;61824875
99526;61814289
98973;61826723
103092;61829437
103106;61836146
103078;61815287
99509;61808308
99290;61823308
99899;61841964
99284;61836108
98909;61814927
99489;61835107
99483;61829591
99507;61817030
99502;61808464
103088;61836975
103088;61840939
99449;61822359
99518;61835408
98799;61840666
103078;61816978
98973;61826722
98799;61818360
99516;61838275
103081;61840645
99502;61806525
99512;61815055
99513;61807011
99910;61839843
99851;61806900
103061;61833072
103106;61825118
98937;61838307
99445;61823130
99498;61836233
99909;61825855
99498;61828808
99449;61822350
99906;61807182
103106;61825249
98809;61822936
99497;61817027
103162;61806463
99484;61838308
98804;61823961
99504;61835733
98993;61807342
99429;61806468
103074;61841549
103061;61841900
99922;61808929
98833;61815610
99457;61824110
98909;61806367
103105;61818154
103087;61810136
103100;61806742
99485;61822085
103078;61844456
98808;61816321
103085;61840339
99515;61844247
99507;61811489
98810;61821080
103085;61844144
99910;61840980
99449;61824569
98820;61825767
99898;61806982
103057;61806814
98808;61807058
99533;61808632
99427;61817191
103106;61835128
99483;61819433
103078;61826608
100974;61838298
99513;61808519
99441;61808441
98832;61815286
99520;61836982
99427;61809608
101920;61835983
103086;61836383
103078;61841426
99487;61826075
103098;61824522
99901;61816332
103061;61840929
99442;61807547
98798;61806977
99910;61835050
99520;61833390
103101;61819356
98957;61806756
98956;61806678
103076;61836123
99447;61807142
99483;61834883
99517;61823559
99446;61807143
103061;61833071
99910;61841899
103104;61829269
98839;61807779
98833;61816953
99504;61828258
103089;61839390
100974;61843247
98896;61834014
99284;61838608
101920;61840328
99471;61808477
103085;61827961
103085;61836626
103069;61837907
103094;61809485
99853;61843257
99509;61827417
99497;61815209
99513;61807719
99493;61807257
99502;61808114
99502;61807045
99287;61835984
98883;61815086
100974;61845444
99523;61818368
99445;61806515
99502;61807603
99481;61842237
99512;61826443
99465;61824935
103057;61843244
98813;61836602
103085;61835950
98973;61817839
99503;61806451
103076;61833862
103079;61838171
99910;61836814
99465;61835563
103104;61809779
100974;61838303
98798;61806568
98833;61816978
103104;61808106
103088;61838869
100974;61836220
99472;61808510
99497;61808008
99458;61811777
103104;61826972
103089;61811533
103088;61841894
98833;61827489
98832;61807555
103078;61813715
98986;61842782
98798;61807893
99909;61827963
103057;61828619
99506;61807106
103059;61824004
99898;61842796
99909;61832944
98810;61822405
103088;61841898
99448;61809018
99504;61814983
103162;61836611
103078;61827594
103057;61807058
101395;61833496
99909;61831121
98813;61839377
103106;61828459
103106;61808125
103101;61827981
103102;61815382
100974;61815971
100975;61842258
98810;61825826
99451;61808744
98804;61823100
103086;61844144
98798;61806462
99531;61828911
99854;61806762
103057;61829142
98798;61827906
99504;61827614
103074;61843680
99523;61809588
99489;61808008
103079;61828483
103086;61836630
101920;61807967
